Document,Type,Description
SR 0158 of 2006,Senate Resolution,"A resolution to urge the President of the United States to work to bring about an immediate cease fire in Lebanon and the Gaza area to stop the killing of innocent civilians on all sides.

Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
SR 0159 of 2006,Senate Resolution,"A resolution to memorialize the Congress of the United States to encourage other nations to adopt the International Plant Protection Convention guidelines for regulating wood packaging materials to prevent the introduction of invasive species into the United States.

Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS"
SR 0160 of 2006,Senate Resolution,"A resolution to urge the Michigan Department of Transportation (MDOT) to establish a 511 traveler information network in Michigan.

Last Action: ADOPTED"
SR 0161 of 2006,Senate Resolution,A resolution declaring 2007 as  the Year of the Child in Michigan.Last Action: ADOPTED
SR 0162 of 2006,Senate Resolution,"A resolution to memorialize Congress to increase funding to fully implement the Vaccine for Children program.

Last Action: ADOPTED"
SR 0163 of 2006,Senate Resolution,"A resolution designating November 10, 2006, as Marine for Life Day in the state of Michigan.Last Action: ADOPTED"
SR 0164 of 2006,Senate Resolution,"A resolution to memorialize Congress to enact legislation to create an American Center for Cures within the National Institutes of Health.

Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY"
SR 0165 of 2006,Senate Resolution,"A resolution designating December 4-8, 2006, as Promise Week.Last Action: ADOPTED"
SR 0166 of 2006,Senate Resolution,"A resolution to urge the National Collegiate Athletic Association to develop a playoff system to determine its Division I-A football championship in order to protect the integrity of public investment in university athletics.

Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS"
SR 0167 of 2006,Senate Resolution,A resolution in memoriam to Dearborn Mayor Michael A. Guido.Last Action: ENTIRE MEMBERSHIP OF THE SENATE AND LIEUTENANT GOVERNOR NAMED CO-SPONSORS
SR 0168 of 2006,Senate Resolution,"A resolution to urge the United States Coast Guard, the Department of Natural Resources, and the Department of History, Arts and Libraries to work together to do all they can to move a sunken tugboat, the Seneca, to an underwater preserve.

Last Action: ADOPTED"
HR 0177 of 2006,House Resolution,"A resolution recommending a 7 percent pay cut for all state legislators.
Last Action: referred to Committee on Appropriations"
HR 0178 of 2006,House Resolution,"A resolution to memorialize the Congress of the United States to fully fund the Select Michigan agricultural program through the United States Department of Agriculture.
Last Action: referred to Committee on Agriculture"
HR 0179 of 2006,House Resolution,A resolution to amend the Standing Rules of the House of Representatives.Last Action: adopted
HR 0180 of 2006,House Resolution,A resolution to honor Michigan volunteers for their service in aiding hurricane victims.Last Action: adopted
HR 0181 of 2006,House Resolution,"A resolution to memorialize the Congress of the United States to fund fully the Select Michigan agricultural program through the United States Department of Agriculture.

Last Action: adopted"
HR 0182 of 2006,House Resolution,"A resolution to memorialize the Congress and the President of the United States to increase funding for the Low Income Home Energy Assistance Program (LIHEAP).
Last Action: adopted"
HR 0183 of 2006,House Resolution,"A resolution of tribute offered as a memorial for Ted Wallace, former member of the House of Representatives.

Last Action: adopted by unanimous standing vote"
HR 0184 of 2006,House Resolution,"A resolution recognizing February 6, 2006, as Ronald Reagan Day in the state of Michigan.Last Action: adopted"
HR 0185 of 2006,House Resolution,"A resolution to urge the Department of Natural Resources to work with the federal government to implement the most aggressive means of controlling the double-crested cormorant population pursuant to authority extended by the United States Fish and Wildlife Service.

Last Action: adopted"
HR 0186 of 2006,House Resolution,"A resolution to memorialize the Congress of the United States to enact legislation, such as the Broadband Investment and Consumer Choice Act, which encourages innovation and investment in communications infrastructure and promotes competition in video, voice, and data service.

Last Action: referred to Committee on Energy and Technology"
HR 0187 of 2006,House Resolution,"A resolution recognizing January 29 through February 4, 2006, as Catholic Schools Week in the state of Michigan.Last Action: adopted"
HR 0188 of 2006,House Resolution,"A resolution to memorialize the President and the Congress of the United States to use flexibility in the implementation of rules to allow use of an enhanced drivers license under the Western Hemisphere Travel Initiative which requires all citizens of any age of the United States, Canada, Mexico, and Bermuda to have a passport or other secure documentation to enter or re-enter the United States.
Last Action: adopted"
HR 0189 of 2006,House Resolution,"A resolution to memorialize the Congress and the President of the United States to provide full funding for the Low Income Home Energy Assistance Program.

Last Action: referred to Committee on Energy and Technology"
HR 0190 of 2006,House Resolution,"A resolution to encourage the schools throughout this state to emphasize the history of the Holocaust in their history course offerings.

Last Action: adopted"
HR 0191 of 2006,House Resolution,A resolution recognizing May 2006 as Hearing Loss Awareness Month in the state of Michigan.Last Action: adopted
HR 0192 of 2006,House Resolution,"A resolution to memorialize the Congress of the United States to repeal the federal excise tax on telecommunications.

Last Action: referred to Committee on Tax Policy"
HR 0193 of 2006,House Resolution,"A resolution to memorialize the Congress of the United States to abolish the death tax permanently.

Last Action: referred to Committee on Tax Policy"
HR 0194 of 2006,House Resolution,"A resolution to urge the Congress of the United States to reform the United States tax code.

Last Action: referred to Committee on Tax Policy"
HR 0195 of 2006,House Resolution,A resolution recognizing Very Special Arts of Michigan.Last Action: adopted
HR 0196 of 2006,House Resolution,"A resolution to urge the Department of Natural Resources and the Natural Resources Commission not to sell any state park lands without legislative approval.

Last Action: referred to Committee on Government Operations"
HR 0197 of 2006,House Resolution,A resolution commemorating March 2006 as Ethnic and Cultural Heritage Month in the state of Michigan.Last Action: adopted
HR 0198 of 2006,House Resolution,A resolution recognizing March 2006 as Reading Month in the state of Michigan.Last Action: adopted
HR 0199 of 2006,House Resolution,"A resolution to request the Michigan Supreme Court to issue an opinion on the constitutionality of the provisions of 2005 PA 71 that require voters to provide photo identification in order to obtain a ballot.

Last Action: adopted"
HR 0200 of 2006,House Resolution,"A resolution to express opposition to the Transportation Security Administration's (TSA) plan to develop a database identifying veterans and others with mental impairments.

Last Action: referred to Committee on Government Operations"
HR 0201 of 2006,House Resolution,A resolution of tribute offered as a memorial for former Wayne County Executive Edward H. McNamara.Last Action: adopted
HR 0202 of 2006,House Resolution,A resolution recognizing March 2006 as Donate Life Month in the state of Michigan.Last Action: adopted
HR 0203 of 2006,House Resolution,"A resolution proclaiming March 2, 2006, as ""Reps. Read Across Michigan Day.""Last Action: adopted"
HR 0204 of 2006,House Resolution,"A resolution to establish a special committee on child protection.

Last Action: adopted"
HR 0205 of 2006,House Resolution,A resolution declaring Whitefish Point the Cranberry Capital of the state of Michigan.Last Action: referred to Committee on Government Operations
HR 0206 of 2006,House Resolution,"A resolution recognizing March 16th, 2006, as Liberty Day in the state of Michigan.Last Action: adopted"
HR 0207 of 2006,House Resolution,"A resolution proclaiming March 5-11, 2006, as School Social Work Week in the state of Michigan.Last Action: adopted"
HR 0208 of 2006,House Resolution,"A resolution to express support for a boycott of ""25 to Life,"" a video game that invites players to kill law enforcement personnel, and to urge parents, retailers, caregivers, and others to join this boycott and to keep this game away from children.

Last Action: referred to Committee on Government Operations"
HR 0209 of 2006,House Resolution,"A resolution to memorialize the United States Congress to provide flexible funding to help states and local communities clean up and deal with the disastrous effects of clandestine methamphetamine labs.

Last Action: adopted"
HR 0210 of 2006,House Resolution,"A resolution to encourage the Michigan Department of Education and school districts to educate teachers and administrators on the dangers of methamphetamine.

Last Action: adopted"
HR 0211 of 2006,House Resolution,A resolution to recognize April 2006 as Youth Financial Literacy Month in the state of Michigan.Last Action: adopted
HR 0212 of 2006,House Resolution,"A resolution proclaiming March 26, 2006, Support Our Troops Day in the state of Michigan.Last Action: adopted"
HR 0213 of 2006,House Resolution,A resolution commemorating September 2006 as Children's Internet Safety Month in the state of Michigan.Last Action: adopted
HR 0214 of 2006,House Resolution,"A resolution expressing opposition to a recent Detroit News editor’s opinion piece labeling all Palestinians as terrorists.

Last Action: referred to Committee on Government Operations"
HR 0215 of 2006,House Resolution,"A resolution of tribute for the Honorable Gretchen Whitmer.

Last Action: adopted"
HR 0216 of 2006,House Resolution,A resolution to honor Mrs. Coretta Scott King for her dedication and service to the civil rights movement.Last Action: adopted
HR 0217 of 2006,House Resolution,"A resolution honoring the life of Judge Susan Bieke Neilson.
Last Action: adopted"
HR 0218 of 2006,House Resolution,"A resolution to memorialize Congress to require that all port operations be run by American firms and urge Congress to provide incentives to develop home-grown African-American firms capable of managing United States port operations.

Last Action: referred to Committee on Government Operations"
HR 0219 of 2006,House Resolution,"A resolution commemorating May 2006 as Motorcycle Safety Awareness Month in the state of Michigan.
Last Action: adopted"
HR 0220 of 2006,House Resolution,"A resolution commemorating May 1, 2006, as Law Day in the state of Michigan.Last Action: adopted"
HR 0221 of 2006,House Resolution,A resolution commemorating April 2006 as Raise the Flags and Dig Safely Month in the state of Michigan.Last Action: adopted
HR 0222 of 2006,House Resolution,A resolution proclaiming April 2006 as Agricultural Security Month in the state of Michigan.Last Action: adopted
HR 0223 of 2006,House Resolution,"A resolution to urge the Department of Homeland Security to make public the findings of a recent Inspector General report that outlined the security threat posed by Canadian waste shipments

Last Action: referred to Committee on Government Operations"
HR 0224 of 2006,House Resolution,A resolution recognizing May 2006 as Hepatitis Awareness Month in the state of Michigan.Last Action: adopted
HR 0225 of 2006,House Resolution,"A resolution to memorialize the Congress of the United States to permanently repeal the federal inheritance tax.

Last Action: referred to Committee on Tax Policy"
HR 0226 of 2006,House Resolution,"A resolution to memorialize the United States Congress to enact legislation restricting protests at funerals.

Last Action: adopted"
HR 0227 of 2006,House Resolution,A resolution proclaiming April 2006 as the Month of the Young Child in the state of Michigan.Last Action: adopted
HR 0228 of 2006,House Resolution,"A resolution declaring April 1, 2006, as April Fools Day and Various Unsuccessful Michigan Economic Assistance Organizations Throughout History Day in the state of Michigan.Last Action: referred to Committee on Government Operations"
HR 0229 of 2006,House Resolution,"A resolution to memorialize the President and the Congress of the United States and the Justice Department to free the ""Cuban Five.""

Last Action: motion to discharge committee rejected"
HR 0230 of 2006,House Resolution,A resolution recognizing and congratulating the 2006 Arthur Hill Boys Basketball Team on their Class A State Championship.Last Action: adopted
HR 0231 of 2006,House Resolution,A resolution recognizing and congratulating the 2006 Buena Vista Boys Basketball Team on their Class C State Championship.Last Action: adopted
HR 0232 of 2006,House Resolution,A resolution recognizing April 2006 as Child Abuse Prevention Month in the state of Michigan.Last Action: adopted
HR 0233 of 2006,House Resolution,"A resolution proclaiming July 10 - 15, 2006, as Road Rage Awareness Week in the state of Michigan.Last Action: adopted"
HR 0234 of 2006,House Resolution,"A resolution proclaiming September 14, 2006, as Buy Fresh, Buy Local, Select Michigan Day.Last Action: adopted"
HR 0235 of 2006,House Resolution,"A resolution to urge the United States Citizenship and Immigration Services to approve a permanent resident visa for Maria Messina.

Last Action: adopted"
HR 0236 of 2006,House Resolution,"A resolution of tribute offered as a memorial for George C. Furton, former member of the House of Representatives.

Last Action: adopted by unanimous standing vote"
HR 0237 of 2006,House Resolution,"A resolution to urge the governor and the Michigan Civil Service Commission to allow that administrative leave to be used by state workers absent from work to assist in the Hurricane Katrina rebuilding effort.

Last Action: referred to Committee on Employment Relations, Training, and Safety"
HR 0238 of 2006,House Resolution,"A resolution recognizing April 28, 2006, as Workers Memorial Day in the state of Michigan.Last Action: referred to Committee on Employment Relations, Training, and Safety"
HR 0239 of 2006,House Resolution,"A resolution to urge the Michigan Department of Agriculture to direct all necessary resources to the implementation of the mandatory electronic animal identification program.

Last Action: referred to Committee on Agriculture"
HR 0240 of 2006,House Resolution,"A resolution marking the 61st anniversary of the end of the Holocaust, and declaring April 26, 2006, as Holocaust Remembrance Day in the state of Michigan.Last Action: adopted"
HR 0241 of 2006,House Resolution,"A resolution commemorating April 24, 2006, as Michigan's Day of Remembrance of the Armenian Genocide of 1915-1923.Last Action: adopted"
HR 0242 of 2006,House Resolution,"A resolution commemorating April 23 - 29, 2006, as Crime Victims' Rights Week in the state of Michigan.Last Action: adopted"
HR 0243 of 2006,House Resolution,"A resolution establishing March 31, 2006, as Terri's Day of Remembrance & Celebration of the Culture of Life Day in the state of Michigan.Last Action: laid over one day under the rules"
HR 0244 of 2006,House Resolution,"A resolution to urge the United States Congress to enact the Great Lakes Collaboration Implementation Act of 2006.

Last Action: referred to Committee on Government Operations"
HR 0245 of 2006,House Resolution,"A resolution designating April 29, 2006, as ""Dale Earnhardt Day"" in the state of Michigan.Last Action: adopted"
HR 0246 of 2006,House Resolution,"A resolution of tribute to honor the memory of Gerald Graves, former member of the House of Representatives.

Last Action: adopted by unanimous standing vote"
HR 0247 of 2006,House Resolution,"A resolution to memorialize the Congress of the United States to enact the Nursing Home Fire Safety Act.

Last Action: adopted"
HR 0248 of 2006,House Resolution,"A resolution to memorialize the Congress of the United States to enact legislation to amend the definition of ""physician"" in the Medicaid program to include podiatric physicians.

Last Action: adopted"
HR 0249 of 2006,House Resolution,"A resolution to express support for the 25 x 25 vision that by 2025, Michigan and American farms and forests will provide 25 percent of the total energy consumed in the United States while continuing to produce safe, abundant, and affordable food, feed, and fiber.

Last Action: adopted"
HR 0250 of 2006,House Resolution,"A resolution to memorialize the President of the United States and the United States Congress to pass legislation to bring the price of gasoline down for consumers by capping oil profits and using federal antitrust laws to prosecute any oil companies pocketing extra profits in the wake of disasters like Hurricane Katrina.

Last Action: referred to Committee on Government Operations"
HR 0251 of 2006,House Resolution,"A resolution commemorating May 12, 2006, as Michigan Fibromyalgia Awareness Day.Last Action: adopted"
HR 0252 of 2006,House Resolution,"A resolution recognizing April 30, 2006, as Beta Sigma Phi Day and the week of April 23-30, 2006, as Beta Sigma Phi Week in the state of Michigan.Last Action: adopted"
HR 0253 of 2006,House Resolution,"A resolution recognizing April 28, 2006, as Arbor Day 2006 in the state of Michigan.Last Action: referred to Committee on Government Operations"
HR 0254 of 2006,House Resolution,"A resolution commemorating June 3-11, 2006, as Aquatic Invasive Species Awareness Week in the state of Michigan.Last Action: adopted"
HR 0255 of 2006,House Resolution,"A resolution recognizing May 2, 2006, as VSA Arts of Michigan - Day at the Capitol.Last Action: adopted"
HR 0256 of 2006,House Resolution,"A resolution to memorialize the President of the United States and the United States Congress to enact legislation to provide relief to American citizens from high gasoline prices by establishing rebates for gasoline consumers and closing tax loopholes used by oil companies.

Last Action: referred to Committee on Government Operations"
HR 0257 of 2006,House Resolution,"A resolution to urge Michigan's Attorney General to conduct an investigation to determine if oil companies are violating the state's antitrust statutes.

Last Action: referred to Committee on Government Operations"
HR 0258 of 2006,House Resolution,A resolution honoring the Detroit Free Press upon the occasion of its 175th anniversary.Last Action: adopted
HR 0259 of 2006,House Resolution,A resolution commemorating May 2006 as Advance Directive Month in the state of Michigan.Last Action: adopted
HR 0260 of 2006,House Resolution,"A resolution recognizing May 7-13, 2006, as Teacher Appreciation Week in the state of Michigan.Last Action: adopted"
HR 0261 of 2006,House Resolution,"A resolution recognizing May 9, 2006, as Teacher Appreciation Day in the state of Michigan.Last Action: adopted"
HR 0262 of 2006,House Resolution,A resolution declaring May 2006 as Asian Pacific American Heritage Month in the state of Michigan.Last Action: adopted
HR 0263 of 2006,House Resolution,"A resolution to memorialize the Congress of the United States to enact the Broadcast Decency Enforcement Act.

Last Action: referred to Committee on Energy and Technology"
HR 0264 of 2006,House Resolution,"A resolution celebrating the 50th anniversary of the Northwestern Michigan College's annual barbecue in Traverse City, Michigan.Last Action: adopted"
HR 0265 of 2006,House Resolution,A resolution recognizing May 2006 as Junior Achievement Month in the state of Michigan.Last Action: adopted
HR 0266 of 2006,House Resolution,"A resolution to memorialize the Congress of the United States to enact the Hearing Aid Assistance Tax Credit Act.
Last Action: adopted"
HR 0267 of 2006,House Resolution,"A resolution to memorialize the President and the Congress of the United States to oppose the persecution of religious faith and practice in the People’s Republic of China.

Last Action: referred to Committee on Government Operations"
HR 0268 of 2006,House Resolution,"A resolution to urge the Michigan Capitol Committee to recommend that a display of historic documents related to our system of governance and the process of lawmaking be placed in the Capitol.

Last Action: adopted"
HR 0269 of 2006,House Resolution,"A resolution to memorialize the President of the United States and the United States Congress to make the Republic of Poland eligible for the United States Department of State Visa Waiver Program.

Last Action: adopted"
HR 0270 of 2006,House Resolution,"A resolution commemorating June 6, 2006, as Dairy Foods Awareness Day in the state of Michigan.Last Action: adopted"
HR 0271 of 2006,House Resolution,"A resolution to memorialize the United States Congress to reverse the planned cuts in the Pell Grant program.

Last Action: referred to Committee on Higher Education and Career Preparation"
HR 0272 of 2006,House Resolution,"A resolution to extend the reporting date for the special committee on child protection created by House Resolution No. 204.

Last Action: adopted"
HR 0273 of 2006,House Resolution,A resolution congratulating Tanith Belbin and Ben Agosto for their silver medal at the 2006 Winter Olympic Games in Ice Dancing.Last Action: adopted
HR 0274 of 2006,House Resolution,"A resolution recognizing September 18-24, 2006, as Pollution Prevention Week in the state of Michigan.Last Action: adopted"
HR 0275 of 2006,House Resolution,A resolution commemorating the 13th Annual Juneteenth Celebration and Festival in honor of Juneteenth Day in the state of Michigan.Last Action: adopted
HR 0276 of 2006,House Resolution,"A resolution designating June 24, 2006, as Tuberous Sclerosis Awareness Day in the state of Michigan.Last Action: adopted"
HR 0277 of 2006,House Resolution,"A resolution to memorialize the United States Postal Service and the United States Congress to keep open the Gaylord, Michigan, mail processing center.

Last Action: referred to Committee on Government Operations"
HR 0278 of 2006,House Resolution,"A resolution to recognize July 2-8, 2006, as Fun, Safe Swimming Week in the state of Michigan.Last Action: adopted"
HR 0279 of 2006,House Resolution,"A resolution to urge the Michigan Capitol Committee to rename the 2006 Winter Holiday Tree display as the ""Christmas Tree and Hanukkah Menorah Holidays Display"".

Last Action: adopted"
HR 0280 of 2006,House Resolution,"A resolution to urge the Michigan Capitol Committee to recommend that a display of the Hanukkah Menorah be placed on the Capitol grounds.

Last Action: adopted"
HR 0281 of 2006,House Resolution,"A resolution to memorialize the Congress of the United States to reject the enactment of S.2611 the United States Senate's version of the comprehensive immigration reform legislation.

Last Action: referred to Committee on Government Operations"
HR 0282 of 2006,House Resolution,"A resolution to memorialize Congress to enact legislation reauthorizing the Ryan White Comprehensive AIDS Resources Emergency (CARE) Act.

Last Action: adopted"
HR 0283 of 2006,House Resolution,"A resolution to urge the Michigan State Board of Education to develop fair and unbiased social science curriculum standards.

Last Action: referred to Committee on Education"
HR 0284 of 2006,House Resolution,"A resolution recognizing the week of October 1 through October 7, 2006, as Inflammatory Breast Cancer Awareness Week in the state of Michigan.Last Action: adopted"
HR 0285 of 2006,House Resolution,"A resolution to memorialize the Congress of the United States to divert excess oil company profits to provide incentives for the development of biodiesel and ethanol production facilities and to encourage the use of these fuels in diesel fuel vehicles and flexible fuel vehicles.

Last Action: referred to Committee on Government Operations"
HR 0286 of 2006,House Resolution,A resolution congratulating the Grosse Pointe North Baseball Team on their Division I State Championship.Last Action: adopted
HR 0287 of 2006,House Resolution,"A resolution to memorialize the Congress of the United States to enact legislation to direct the Joint Committee on the Library to accept the donation of a bust depicting Sojourner Truth for display in our nation's capitol.

Last Action: adopted"
HR 0288 of 2006,House Resolution,"A resolution to memorialize Congress to increase funding to dredge Michigan's deep-draft Great Lakes ports and waterways.

Last Action: adopted"
HR 0289 of 2006,House Resolution,"A resolution to memorialize the Governor to amend the powers and duties of the Veterans Memorial Park Commission related to property acquisition of military-related sites and protection of veterans memorials or military-related sites from encroachment.

Last Action: referred to Committee on Government Operations"
HR 0290 of 2006,House Resolution,"A resolution recognizing the Monroe County War of 1812 Bicentennial Committee as they organize events commemorating Michigan's role in the War of 1812.
Last Action: referred to Committee on Government Operations"
HR 0291 of 2006,House Resolution,"A resolution to urge the President of the United States to work to bring about an immediate cease fire in Lebanon and the Gaza area to stop the killing of innocent civilians on all sides.

Last Action: referred to Committee on Government Operations"
HR 0292 of 2006,House Resolution,"A resolution to urge the Civil Service Commission to extend the sunset on the special pay provisions for members of Reserve or National Guard units who are ordered to active duty.

Last Action: adopted"
HR 0293 of 2006,House Resolution,A resolution congratulating the Lakeview High School Baseball Team on their Division II State Championship.Last Action: adopted
HR 0294 of 2006,House Resolution,A resolution congratulating the Homer High School Baseball Team on their Division IV State Championship.Last Action: adopted
HR 0295 of 2006,House Resolution,"A resolution to urge the Michigan Department of Agriculture and the United States Department of Agriculture to provide indemnification to producers who need to destroy crops and to increase inspections of products in order to prevent the spread of downy mildew, and to provide crop insurance for cucumbers and other cucurbitaceae crops.
Last Action: adopted"
HR 0296 of 2006,House Resolution,"A resolution offered as a memorial for the Honorable Stephen P. Dresch.

Last Action: adopted by unanimous standing vote"
HR 0297 of 2006,House Resolution,A resolution recognizing the 50th anniversary of the Michigan Interstate Highway System.Last Action: adopted
HR 0298 of 2006,House Resolution,"A resolution to request that the President of the United States and the United States Department of State ask the International Joint Commission to investigate sewage discharges in the St. Mary's River near Sugar Island.

Last Action: referred to Committee on Government Operations"
HR 0299 of 2006,House Resolution,"A resolution to memorialize the Congress of the United States to permanently abolish the death tax.

Last Action: referred to Committee on Tax Policy"
HR 0300 of 2006,House Resolution,"A resolution declaring August 27, 2006, as ""A Day in Honor of Rescuers and Liberators during the Holocaust"" in the state of Michigan.Last Action: adopted"
HR 0301 of 2006,House Resolution,"A resolution to recognize September 9, 2006, as Fetal Alcohol Spectrum Disorders Awareness Day in the state of Michigan.Last Action: adopted"
HR 0302 of 2006,House Resolution,A resolution designating September 2006 as National Alcohol and Drug Addiction Recovery Month in the state of Michigan.Last Action: adopted
HR 0303 of 2006,House Resolution,"A resolution to memorialize the United States Congress to increase funding to support health care for veterans returning from duty in Iraq and Afghanistan.

Last Action: referred to Committee on Government Operations"
HR 0304 of 2006,House Resolution,A resolution declaring September 2006 as College Savings Month in the state of Michigan.Last Action: referred to Committee on Government Operations
HR 0305 of 2006,House Resolution,"A resolution to express objection to the use of the state's main web sites to promote specific policy points of view through online petitions.

Last Action: referred to Committee on House Oversight, Elections, and Ethics"
HR 0306 of 2006,House Resolution,A resolution recognizing Michigan Government Television's Tenth Anniversary.Last Action: adopted
HR 0307 of 2006,House Resolution,"A resolution to memorialize the Congress of the United States to enact legislation to extend the production tax credit for wind power energy development.

Last Action: adopted"
HR 0308 of 2006,House Resolution,A resolution honoring the Detroit Shock Basketball Team and Head Coach Bill Laimbeer upon winning their second Women's National Basketball Association Championship.Last Action: adopted
HR 0309 of 2006,House Resolution,A resolution declaring October 2006 as Michigan Rett Syndrome Awareness Month.Last Action: adopted
HR 0310 of 2006,House Resolution,"A resolution to memorialize the United States Senate pass and the President of the United States sign legislation to permit the states to regulate the importation of foreign municipal solid waste.

Last Action: referred to Committee on Natural Resources, Great Lakes, Land Use, and Environment"
HR 0311 of 2006,House Resolution,A resolution designating the month of October 2006 as Physical Therapy Month in the state of Michigan.Last Action: adopted
HR 0312 of 2006,House Resolution,"A resolution to request the United States Coast Guard to reevaluate its plan to conduct live fire gun exercises in Great Lakes safety zones.

Last Action: referred to Committee on Government Operations"
HR 0313 of 2006,House Resolution,"A resolution to memorialize the United States Congress to approve full federal funding for the barriers designed to protect the Great Lakes from Asian carp.

Last Action: adopted"
HR 0314 of 2006,House Resolution,A resolution to recognize the University of Michigan-Flint as they commemorate 50 Years of Excellence.Last Action: adopted
HR 0315 of 2006,House Resolution,"A resolution commemorating November 17, 2006, as the 50th anniversary of the Michigan State Numismatic Society.Last Action: adopted"
HR 0316 of 2006,House Resolution,"A resolution to memorialize the United States Congress to repeal or amend the Professional and Amateur Sports Protection Act of 1992 to permit major cities to allow regulated sports betting.

Last Action: referred to Committee on Government Operations"
HR 0317 of 2006,House Resolution,A resolution recognizing the month of November as National Family Caregiver Month in the state of MichiganLast Action: adopted
HR 0318 of 2006,House Resolution,"A resolution designating December 4th-8th, 2006, as ""Promise Week"" in the state of Michigan.Last Action: adopted"
HR 0319 of 2006,House Resolution,"A resolution of tribute offered as a memorial for Ruth B. McNamee, former member of the House.

Last Action: adopted by unanimous standing vote"
HR 0320 of 2006,House Resolution,"A resolution to urge the United States Fish and Wildlife Service to designate Asian carp as injurious species under the federal Lacey Act.

Last Action: adopted"
HR 0321 of 2006,House Resolution,"A resolution honoring December 15, 2006, as Pregnancy and Infant Loss Remembrance Day in the state of Michigan.Last Action: adopted"
HR 0322 of 2006,House Resolution,"A resolution for the Honorable Stephen Adamini.

Last Action: adopted"
HR 0323 of 2006,House Resolution,"A resolution for the Honorable Glenn Anderson.

Last Action: adopted"
HR 0324 of 2006,House Resolution,"A resolution of tribute for the Honorable Robert Gosselin.

Last Action: adopted"
HR 0325 of 2006,House Resolution,"A resolution of tribute to the Honorable LaMar Lemmons III.

Last Action: adopted"
HR 0326 of 2006,House Resolution,"A resolution for the Honorable Tom Meyer.

Last Action: adopted"
HR 0327 of 2006,House Resolution,"A resolution of tribute for the Honorable Michael C. Murphy.

Last Action: adopted"
HR 0328 of 2006,House Resolution,"A resolution for the Honorable Jim Plakas.

Last Action: adopted"
HR 0329 of 2006,House Resolution,"A resolution for the Honorable Barb Vander Veen.

Last Action: adopted"
HR 0330 of 2006,House Resolution,"A resolution of tribute for the Honorable Leon Drolet.

Last Action: adopted"
HR 0331 of 2006,House Resolution,"A resolution for the Honorable John Gleason.

Last Action: adopted"
HR 0332 of 2006,House Resolution,"A resolution for the Honorable Chris Kolb.

Last Action: adopted"
HR 0333 of 2006,House Resolution,"A resolution for the Honorable Alexander Lipsey.

Last Action: adopted"
HR 0334 of 2006,House Resolution,"A resolution of tribute for the Honorable Bill McConico.

Last Action: adopted"
HR 0335 of 2006,House Resolution,"A resolution for the Honorable John Stewart.

Last Action: adopted"
HR 0336 of 2006,House Resolution,"A resolution for the Honorable Carl Williams.

Last Action: adopted"
HR 0337 of 2006,House Resolution,"A resolution for the Honorable Paula Zelenko.

Last Action: adopted"
HR 0338 of 2006,House Resolution,"A resolution recognizing the 65th anniversary of the attack on Pearl Harbor and declaring Thursday, December 7, 2006, as Pearl Harbor Remembrance Day in the state of Michigan.Last Action: adopted"
HR 0339 of 2006,House Resolution,"A resolution of tribute to the Honorable Mary Waters.

Last Action: adopted"
HR 0340 of 2006,House Resolution,"A resolution of tribute to the Honorable William Van Regenmorter.

Last Action: adopted"
HR 0341 of 2006,House Resolution,"A resolution of tribute for the Honorable Shelley Goodman Taub.

Last Action: adopted"
HR 0342 of 2006,House Resolution,"A resolution for the Honorable Gary Newell.

Last Action: adopted"
HR 0343 of 2006,House Resolution,"A resolution for the Honorable Leslie Mortimer.

Last Action: adopted"
HR 0344 of 2006,House Resolution,"A resolution for the Honorable Jerry O. Kooiman.

Last Action: adopted"
HR 0345 of 2006,House Resolution,"A resolution for the Honorable Tupac Hunter.

Last Action: adopted"
HR 0346 of 2006,House Resolution,"A resolution for the Honorable Scott Hummel.

Last Action: adopted"
HR 0347 of 2006,House Resolution,"A resolution for the Honorable David Farhat.

Last Action: adopted"
HR 0348 of 2006,House Resolution,"A resolution of tribute to the Honorable Dianne Byrum.

Last Action: adopted"
HR 0349 of 2006,House Resolution,"A resolution for the Honorable Richard Brown.

Last Action: adopted"
HR 0350 of 2006,House Resolution,"A resolution for the Honorable Rick Baxter.

Last Action: adopted"
HR 0351 of 2006,House Resolution,"A resolution of tribute for the Honorable Roger Kahn.

Last Action: adopted"
HR 0352 of 2006,House Resolution,"A resolution of tribute for the Honorable Hayes Jones.

Last Action: adopted"
HR 0353 of 2006,House Resolution,A resolution to memorialize the United States Navy to award Corporal Ralph Holewinski the Navy Cross.Last Action: adopted
